project,model,explainer,test_idx,dist_orig,dist_flip,dist_orig_norm,dist_flip_norm,delta,delta_norm,num_feats_changed
apache_activemq,RandomForest,LIME,5089,1.5586730546688128,1.5635222709770265,0.04811116265990337,0.048260842179850605,0.004849216308213666,0.00014967951994723856,1
apache_activemq,RandomForest,LIME,5087,1.7185444159991892,2.8555951921290244,0.053045871094482826,0.08814292668230497,1.1370507761298352,0.03509705558782215,1
apache_activemq,RandomForest,LIME,5028,8.05849431743083,8.247285270041521,0.24873948371565385,0.2545668457801768,0.18879095261069168,0.005827362064522918,2
apache_activemq,RandomForest,LIME,5090,1.6617744685662463,1.677174331149354,0.05129356764190225,0.051768911262847495,0.01539986258310777,0.00047534362094524393,1
apache_activemq,RandomForest,LIME,5094,3.1087505220748533,3.7587108797286604,0.09595700752547012,0.11601916770454349,0.6499603576538071,0.020062160179073356,2
apache_activemq,RandomForest,LIME,5169,2.323146407208002,2.3044486311773738,0.07170796617363931,0.07113082670151369,-0.018697776030628166,-0.000577139472125625,1
apache_activemq,RandomForest,LIME,5170,1.5339635824661955,2.650885959571845,0.047348461699095984,0.08182421914062933,1.1169223771056493,0.03447575744153334,2
apache_activemq,RandomForest,LIME,5180,2.370637184973648,2.3709984568053044,0.07317385186857987,0.07318500315383832,0.0003612718316565733,1.1151285258449398e-05,1
apache_activemq,RandomForest,LIME,5171,6.107055176004863,6.626792904370924,0.18850491067750266,0.20454752225342504,0.5197377283660609,0.016042611575922405,2
apache_activemq,RandomForest,LIME,5245,4.843582654182337,4.877434026209932,0.14950562738865544,0.15055050903397688,0.033851372027594806,0.0010448816453214225,1
apache_activemq,RandomForest,LIME,5251,3.1176758093341457,3.139720401275325,0.09623250208530225,0.09691294686843134,0.02204459194117936,0.000680444783129089,1
apache_activemq,RandomForest,LIME,5250,1.8928288507997466,2.84323084695549,0.058425464182759186,0.08776127960112572,0.9504019961557433,0.029335815418366534,2
apache_activemq,RandomForest,LIME,5138,3.5126480372645017,4.005533667409344,0.10842400885908135,0.12363778358470273,0.4928856301448419,0.015213774725621382,3
